,AAPL,AIG,DIS,GE,HD,HON,HPQ,IBM,INTC,MMM,MO,MRK,MSFT,DJI
2012/1/3,411.23,24.07,38.31,18.36,42.14,55.58,26.62,186.3,24.54,83.49,28.56,38.3,26.77,12397.4
2012/1/4,413.44,23.92,38.85,18.56,42.74,55.53,26.6,185.54,25.11,84.18,28.4,38.34,27.4,12418.4
2012/1/5,418.03,23.91,39.5,18.55,43.09,55.59,26.5,184.66,25.4,83.8,28.83,38.74,27.68,12415.7
2012/1/6,422.4,23.54,39.91,18.65,43.2,55.18,26.4,182.54,25.25,83.37,28.72,38.47,28.11,12359.9
2012/1/9,421.73,24,39.75,18.86,43.23,55.64,26.44,181.59,25.47,83.87,28.5,38.39,27.74,12392.7
2012/1/10,423.24,25.07,39.63,18.72,43.53,56.58,26.69,181.31,25.59,84.3,28.91,38.52,27.84,12462.5
2012/1/11,422.55,25.37,38.7,18.88,43.46,56.46,26.64,182.32,25.8,83.77,28.84,38.41,27.72,12449.5
2012/1/12,421.39,25.43,38.73,18.93,43.39,57.19,26.95,180.55,25.75,84.28,28.84,38.61,28,12471
2012/1/13,419.81,24.95,38.4,18.84,43.51,56.7,26.49,179.16,25.14,83.6,28.96,38.32,28.25,12422.1
2012/1/17,424.7,24.56,38.48,18.74,43.74,57.16,26.46,180,25.04,84.23,28.9,38.82,28.26,12482.1
2012/1/18,429.11,25.23,39.02,19.02,44.88,58.19,27,181.07,25.39,85.07,28.96,38.87,28.23,12579
2012/1/19,427.75,25.55,39.44,19.15,45.41,58.5,27.15,180.52,25.63,85.8,28.61,39.26,28.12,12624
2012/1/20,420.3,25.65,39.31,19.15,44.51,57.38,28.13,188.52,26.38,85.65,28.7,39.2,29.71,12720.5
2012/1/23,427.41,25.44,39.25,18.94,44.88,57.62,28.68,189.98,26.71,85.61,28.61,38.77,29.73,12708.8
2012/1/24,420.41,25.32,39.25,18.84,44.96,57.63,28.52,191.93,26.9,85.93,28.28,38.78,29.34,12675.8
2012/1/25,446.66,25.31,39.56,19.13,45.26,58.11,28.32,191.73,26.9,86.48,28.67,38.68,29.56,12757
2012/1/26,444.63,25.14,39.35,19.07,44.95,57.83,27.99,190.98,26.75,87.58,28.66,38.78,29.5,12734.6
2012/1/27,447.28,25.25,39.25,19.03,44.87,58.27,27.88,190.46,26.73,87.46,28.14,38.52,29.23,12660.5
2012/1/30,453.01,25.2,38.99,18.9,44.77,58.18,27.88,192.5,26.74,87.34,28.39,38.89,29.61,12653.7
2012/1/31,456.48,25.11,38.9,18.71,44.39,58.04,27.98,192.6,26.42,86.71,28.4,38.27,29.53,12632.9
2012/2/1,456.19,26.6,39.33,18.77,44.47,58.94,28.76,192.62,26.55,87.35,28.43,38.63,29.89,12716.5
2012/2/2,455.12,26.31,38.91,18.75,44.46,59.03,28.5,191.53,26.49,87.43,28.54,38.44,29.95,12705.4
2012/2/3,459.68,27.17,40,19.02,45.17,60.74,29.07,193.64,26.74,87.73,28.84,38.37,30.24,12862.2
2012/2/6,463.97,26.8,40.46,19.05,45.2,60.31,28.76,192.82,26.72,87.56,28.64,38.4,30.2,12845.1
2012/2/7,468.83,26.7,40.98,19.18,45.46,60.16,28.95,193.35,26.64,87.89,28.82,38.63,30.35,12878.2
2012/2/8,476.68,27.04,41.27,19.24,45.17,59.87,29.46,192.95,26.85,87.97,28.84,38.42,30.66,12884
2012/2/9,493.17,27.35,41.53,19.13,45.27,59.89,29.11,193.13,26.86,88.02,29.3,38.15,30.77,12890.5
2012/2/10,493.42,26.66,41.45,18.88,45.33,59.33,28.7,192.42,26.7,87.14,29.21,37.91,30.5,12801.2
2012/2/13,502.6,26.82,41.79,19.07,45.93,60.14,28.75,192.62,26.7,88.03,29.23,38.11,30.58,12874
2012/2/14,509.46,26.6,41.6,18.94,46.06,59.84,29.08,192.22,26.78,87.99,29.27,38.21,30.25,12878.3
2012/2/15,497.67,26.49,41.25,18.76,45.71,59,29.12,192.25,26.58,87.01,29.25,38.02,30.05,12781
2012/2/16,502.21,27.28,41.54,19.01,45.93,59.47,29.89,193.02,26.83,87.65,29.54,38.14,31.29,12904.1
2012/2/17,502.12,27.23,41.75,19.28,46.71,60.1,29.59,193.42,27.37,87.56,29.65,38.56,31.25,12949.9
2012/2/21,514.85,27.33,41.57,19.41,46.92,59.89,29.35,193.39,27.16,87.6,29.62,38.13,31.44,12965.7
2012/2/22,513.04,27.67,41.27,19.39,46.57,59.51,28.94,193.87,26.73,87.76,29.65,38.22,31.27,12938.7
2012/2/23,516.39,27.99,41.48,19.31,46.95,59,27.05,197.61,26.66,87.9,29.7,38.51,31.37,12984.7
2012/2/24,522.41,28.41,41.31,19.24,46.98,59.27,26.64,197.76,26.7,88.2,29.99,38.2,31.48,12983
2012/2/27,525.76,28.66,41.64,19.07,46.93,59.7,26.25,197.53,26.89,88.07,30.03,38.15,31.35,12981.5
2012/2/28,535.41,28.96,41.93,19.16,47.23,59.75,26.18,197.98,27.24,87.77,30.02,38.38,31.87,13005.1
2012/2/29,542.44,29.22,41.99,19.05,47.57,59.57,25.31,196.73,26.88,87.6,30.1,38.17,31.74,12952.1
2012/3/1,544.47,29.45,42.39,19.12,47.46,60.12,25.25,197.53,26.86,87.49,30.02,37.79,32.29,12980.3
2012/3/2,545.18,29.8,42.36,18.97,47.41,59.75,25.32,198.81,26.92,87.52,29.96,37.93,32.08,12977.6
2012/3/5,533.16,30.39,42.7,18.85,47.39,59.1,25.01,200.66,26.54,87.06,30.26,38.45,31.8,12962.8
2012/3/6,530.26,29.05,42,18.42,46.39,57.77,24.17,197.26,26.61,84.95,30.08,37.44,31.56,12759.2
2012/3/7,530.69,29.45,41.75,18.77,47.39,57.74,24.36,197.77,26.91,85.47,30.1,37.31,31.84,12837.3
2012/3/8,541.99,28.31,42.02,19.03,47.82,59.49,24.64,199.81,26.84,86.71,30.46,37.4,32.01,12907.9
2012/3/9,545.17,28.25,42.24,19.04,48.1,59.78,24.18,200.62,27.07,86.8,30.46,37.6,31.99,12922
2012/3/12,552,28.15,42.34,19.13,48.59,59.26,24.04,201,26.99,87.54,30.44,38.1,32.04,12959.7
2012/3/13,568.1,28.4,44.01,19.59,49.14,60.37,24.57,203.78,27.49,88.75,30.1,38.28,32.67,13177.7
2012/3/14,589.58,28.25,43.48,19.79,49.47,60.52,24.34,204.72,27.46,88.87,29.95,38.22,32.77,13194.1
2012/3/15,585.56,28.08,43.47,20.16,49.2,60.85,24.4,206,27.75,90,30.03,38.06,32.85,13252.8
2012/3/16,585.57,28.03,43.19,20.2,49.05,60.37,24.49,206.01,27.73,89.56,30.03,38.03,32.6,13232.6
2012/3/19,601.1,27.8,43.44,20.21,48.83,60.46,24.34,205.72,27.74,89.74,30.11,37.89,32.2,13239.1
2012/3/20,605.96,28.32,43.24,20.07,49.38,59.48,23.98,204.25,27.75,89.35,30.13,37.76,31.99,13170.2
2012/3/21,602.5,28.49,43.27,20.07,49.79,59.47,23.46,204.69,27.78,88.91,30.15,37.7,31.91,13124.6
2012/3/22,599.34,27.98,43.29,19.85,49.68,59.75,23.03,205.49,27.9,88.57,30.14,37.6,32,13046.1
2012/3/23,596.05,28.27,43.65,19.78,49.54,60.16,23.63,205.48,27.88,88.46,30.4,38.01,32.01,13080.7
2012/3/26,606.98,29.06,44.38,20.05,50.13,61.78,23.89,207.77,28.19,89.12,30.66,38.66,32.59,13241.6
2012/3/27,614.48,29.67,44.15,20.04,50.04,61.3,23.62,207.18,28.19,89.14,30.61,38.8,32.52,13197.7
2012/3/28,617.62,29.7,43.51,20.01,49.91,60.75,23.58,207.29,27.8,88.45,30.52,38.31,32.19,13126.2
2012/3/29,609.86,29.94,43.01,19.95,49.91,60.7,23.51,208.27,28.16,88.77,30.59,38.01,32.12,13145.8
2012/3/30,599.55,30.83,43.78,20.07,50.31,61.05,23.83,208.65,28.12,89.21,30.87,38.4,32.26,13212
2012/4/2,618.63,31.17,43.84,20.02,49.99,61.12,23.88,209.47,28.38,89.23,31.16,38.51,32.29,13264.5
2012/4/3,629.32,30.87,43.29,19.96,50,60.63,23.45,209.5,28.11,88.79,31.09,38.72,31.94,13199.5
2012/4/4,624.31,32.52,42.93,19.74,49.85,60.15,23.27,206.05,27.93,87.84,31.11,38.9,31.21,13074.8
2012/4/5,633.68,32.89,43.08,19.49,50.62,59.49,23.11,205.47,28.07,87.27,31.36,38.88,31.52,13060.1
2012/4/9,636.23,31.99,42.11,19.2,50.58,57.89,23.14,204.94,27.76,86.33,31.16,38.73,31.1,12929.6
2012/4/10,628.44,31.24,40.99,18.74,49.36,56.58,23.27,202.33,27.45,84.58,30.95,38.45,30.47,12715.9
2012/4/11,626.2,31.87,41.37,19.01,49.75,57.08,23.41,202.58,27.85,85.35,31.21,38.48,30.35,12805.4
2012/4/12,622.77,33.23,42.15,19.3,50.63,58.79,25.1,205.32,28.48,86.86,31.31,38.27,30.98,12986.6
2012/4/13,605.23,32.48,41.85,18.88,50.96,58.07,24.57,202.8,28.09,85.69,31.49,37.78,30.81,12849.6
2012/4/16,580.13,32.81,41.66,18.9,51.69,58,24.31,202.72,28.41,86.4,31.38,37.95,31.08,12921.4
2012/4/17,609.7,32.72,42.68,19.34,52.03,58.93,24.72,207.45,28.47,87.45,31.61,38.51,31.44,13115.5
2012/4/18,608.34,32.59,42.49,19.1,51.81,58.73,24.93,200.13,27.95,87.13,31.66,38.4,31.14,13032.8
2012/4/19,587.44,32.27,42.08,19.14,51.56,58,24.71,199.51,27.69,86.8,31.78,38.36,31.01,12964.1
2012/4/20,572.98,32.06,42.35,19.36,51.46,59.39,24.51,199.6,27.6,87.48,31.89,38.73,32.42,13029.3
2012/4/23,571.7,32.09,42.01,19.07,51.1,59.2,24.27,198.62,27.45,87.13,31.76,38.27,32.12,12927.2
2012/4/24,560.28,32.4,42.18,19.54,51.23,59.93,24.44,200,27.31,88.49,31.7,38.27,31.92,13001.6
2012/4/25,610,32.83,42.7,19.45,51.91,60.48,24.83,203.57,27.86,88.8,31.69,38.43,32.2,13090.7
2012/4/26,607.7,33.71,43.36,19.62,51.87,61,24.87,205.58,28.22,89.32,31.93,38.47,32.11,13204.6
2012/4/27,603,34.46,43.35,19.78,51.95,61.29,24.75,206.81,28.38,89.36,32.13,38.46,31.98,13228.3
2012/4/30,583.98,34.03,43.11,19.58,51.79,60.66,24.76,207.08,28.4,89.36,32.21,39.24,32.02,13213.6
2012/5/1,582.13,34.34,43.79,19.8,52.32,60.93,25.17,208,28.95,89.6,32.42,39.37,32.01,13279.3
2012/5/2,585.98,34.76,43.54,19.77,52.71,60.64,25.25,208.06,29.18,89.52,32.37,39.29,31.8,13268.6
2012/5/3,581.82,34.14,43.81,19.61,52.47,60.47,24.48,207.24,28.56,89.39,32.55,39.17,31.76,13206.6
2012/5/4,565.25,32.83,42.93,19.34,51.96,59.31,24.27,204.99,27.9,88.67,32.43,38.84,30.98,13038.3
2012/5/7,569.48,31.84,43.82,19.32,51.39,59.52,23.87,203.75,27.76,88.01,32.2,38.54,30.65,13008.5
2012/5/8,568.18,31.7,44.3,19.25,50.62,59.37,23.32,201.48,27.37,87.56,32.26,38.63,30.5,12932.1
2012/5/9,569.18,31.83,45.02,18.91,50.11,58.37,23.33,201.23,27.19,87.27,31.75,38.09,30.76,12835.1
2012/5/10,570.52,32.14,45.28,19.09,50.62,58.57,23.51,200.6,27.24,87.13,31.73,38.39,30.74,12855
2012/5/11,566.71,31.75,45.56,19.01,50.34,58.55,23.15,201.17,27.63,86.73,31.79,38.03,31.16,12820.6
2012/5/14,558.22,31.3,45.17,18.6,49.88,58.15,22.97,199.44,27.02,85.83,31.69,38.22,30.68,12695.3
2012/5/15,553.17,30.96,45.01,18.4,48.67,57.48,22.4,199.04,26.88,85.78,31.75,37.74,30.21,12632
2012/5/16,546.08,30.45,45.08,19,48.77,57.14,22.03,199.73,26.5,85.35,31.86,38.23,29.9,12598.5
2012/5/17,530.12,28.47,44.33,18.88,47.02,55.48,22.06,197.89,26.19,84.34,31.64,38.03,29.72,12442.5
2012/5/18,530.38,28.33,43.81,18.95,47.05,55.23,21.46,195.88,26.07,83.51,31.68,37.82,29.27,12369.4
2012/5/21,561.28,29.44,44.39,19.12,47.61,57.03,21.89,197.76,26.15,84.46,31.85,37.6,29.75,12504.5
2012/5/22,556.97,29.33,44.39,19.18,48.26,57.28,21.78,196.82,26.03,84.13,31.76,37.46,29.76,12502.8
2012/5/23,570.56,29.26,44.21,19.18,48.74,57.62,21.08,196.12,25.44,84.8,31.72,37.34,29.11,12496.2
2012/5/24,565.32,29.41,44.44,19.25,49.71,57.27,21.77,196.09,25.65,84.98,32.26,37.6,29.07,12529.8
2012/5/25,562.29,28.99,44.5,19.2,49.44,56.75,22.33,194.3,25.74,84.78,32.11,37.55,29.06,12454.8
2012/5/29,572.27,29.78,45.48,19.35,49.78,57.2,22.8,196.46,26.09,85.73,32.13,37.59,29.56,12580.7
2012/5/30,579.17,28.89,45.2,19.04,49.71,56.2,22.74,194.53,26.13,84.45,32.02,37.4,29.34,12419.9
2012/5/31,577.73,29.18,45.71,19.09,49.34,55.66,22.68,192.9,25.84,84.41,32.19,37.58,29.19,12393.5
2012/6/1,560.99,27.21,44.4,18.54,47.96,53.94,21.25,189.08,25.14,82.85,31.69,37.18,28.45,12118.6
2012/6/4,564.29,27.53,44.41,18.15,48.76,53.2,21.06,188.54,25.04,82.62,31.93,37.46,28.55,12101.5
2012/6/5,562.83,28.65,44.84,18.24,48.92,53.29,21.68,189.2,25.43,82.51,31.8,37.5,28.51,12128
2012/6/6,571.46,29.9,45.53,18.88,50.6,54.66,22.35,193.99,26.07,84.63,32.58,37.9,29.35,12414.8
2012/6/7,571.72,30.15,45.63,19,51.24,55.37,22.06,194.44,25.94,85.5,32.75,38.33,29.23,12461
2012/6/8,580.32,30.48,46.24,19.2,52.35,55.99,22.31,195.14,26.41,86,32.91,38.46,29.65,12554.2
2012/6/11,571.17,29.54,45.8,19.11,51.35,55.13,21.41,192.51,25.99,85.18,32.96,38.47,28.9,12411.2
2012/6/12,576.16,30.19,46.38,19.48,52.24,56.05,21.7,194.55,26.52,86.73,33.43,38.85,29.29,12573.8
2012/6/13,572.16,30.3,46.23,19.37,50.97,55.12,21.48,193.1,26.54,86.13,33.27,38.4,29.13,12496.4
2012/6/14,571.53,31.03,47.18,19.72,52.16,55.22,21.59,195.1,26.98,86.86,33.68,38.79,29.34,12651.9
2012/6/15,574.13,31.48,47.09,20,51.87,56.04,21.64,199.1,27.34,87.44,33.77,38.94,30.02,12767.2
2012/6/18,585.78,31.51,47.1,19.75,52.32,55.88,21.05,198.29,27.42,87.31,33.85,38.85,29.84,12741.8
2012/6/19,587.41,31.94,47.51,20,52.97,56.58,20.81,198.93,27.51,87.82,33.92,39.23,30.7,12837.3
2012/6/20,585.74,32.05,47.73,20.1,52.83,56.54,21.16,198.78,27.64,87.54,33.91,39.21,30.93,12824.4
2012/6/21,577.67,31.04,47.4,19.53,51.26,55.43,20.3,193.39,26.71,86.73,33.89,39.45,30.14,12573.6
2012/6/22,582.1,31.44,47.47,19.81,52.02,55.51,20.37,193.7,26.94,86.83,33.87,40.18,30.7,12640.8
2012/6/25,570.77,30.63,46.7,19.52,51.52,53.72,19.55,192.86,26.05,85.85,33.72,39.79,29.87,12502.7
2012/6/26,572.03,30.8,47.3,19.8,51.88,53.26,19.36,191.95,26.01,86.18,33.67,40.06,30.02,12534.7
2012/6/27,574.5,30.82,47.87,20.13,51.55,54,19.51,193,26.22,87.16,34,40.53,30.17,12627
2012/6/28,569.05,30.84,47.82,20.2,51.69,52.92,19.36,191.4,25.83,87.16,34.03,40.68,29.91,12602.3
2012/6/29,584,32.09,48.5,20.84,52.99,55.84,20.11,195.58,26.65,89.6,34.55,41.75,30.59,12880.1
2012/7/2,592.52,31.84,48.72,20.49,53.01,55.16,20.16,195.83,26.67,89.28,34.96,41.85,30.56,12871.4
2012/7/3,599.41,32.39,48.59,20.43,51.65,55.59,20.36,195.93,26.86,89.7,34.99,41.81,30.76,12943.8
2012/7/5,609.94,31.97,48.11,20.33,52.11,56.09,20.28,195.29,26.55,89.57,34.89,41.63,30.7,12896.7
2012/7/6,605.88,31.57,48.04,20,52.15,54.89,19.57,191.41,26.16,88.99,34.97,41.51,30.19,12772.5
2012/7/9,613.89,30.95,48,20.04,52.12,55.21,19.43,189.67,26.17,88.96,35.16,42.13,30,12736.3
2012/7/10,608.21,30.97,47.36,19.62,52.22,53.71,19.11,186.26,25.56,88.25,35.43,41.37,29.74,12653.1
2012/7/11,604.43,30.83,47.27,19.68,51.67,53.7,19.69,185.25,25.39,87.85,35.32,41.21,29.3,12604.5
2012/7/12,598.9,30.47,47.41,19.44,51.55,53.6,19.35,183.09,24.74,86.41,35.12,42.91,28.63,12573.3
2012/7/13,604.97,31.44,48.19,19.77,52.09,54.58,18.98,186.01,25.25,87.59,35.62,43.47,29.39,12777.1
2012/7/16,606.91,31.28,47.86,19.59,51.45,54.48,18.81,184.79,25.13,88.1,35.59,43.35,29.44,12727.2
2012/7/17,606.94,32.29,49.35,19.72,50.72,54.54,18.87,183.65,25.38,88.98,35.81,44.19,29.66,12805.5
2012/7/18,606.26,31.84,49.35,19.84,50.91,58.18,19.3,188.25,26.21,90.87,35.92,43.94,30.45,12908.7
2012/7/19,614.32,31.76,48.99,19.8,50.96,57.95,19.1,195.34,26.06,90.83,35.94,43.94,30.67,12943.4
2012/7/20,604.3,31.03,48.59,19.87,50.7,57.74,18.61,192.45,25.52,89.99,35.91,43.41,30.12,12822.6
2012/7/23,603.83,30.68,47.98,20.09,50.96,57.44,18.3,190.83,25.26,89.36,35.49,43.27,29.28,12721.5
2012/7/24,600.92,30.52,48.16,19.97,51.17,56.68,17.99,190.34,25.01,88.24,35.57,42.69,29.15,12617.3
2012/7/25,574.97,30.15,48.3,20,51.07,56.8,17.78,191.08,25.13,88.75,35.4,42.62,28.83,12676
2012/7/26,574.88,30.69,49.71,20.56,52.91,57.74,18.01,193.95,25.5,90.59,35.63,43.33,29.16,12887.9
2012/7/27,585.16,31.57,49.94,20.92,53.71,59.01,18.57,196.39,26.02,91.71,35.9,45.1,29.76,13075.7
2012/7/30,595.03,31.72,49.8,20.8,53.25,58.39,18.26,196.68,25.76,91.28,36.16,44.48,29.64,13073
2012/7/31,610.76,31.27,49.14,20.75,52.18,58.05,18.24,195.98,25.7,91.23,35.97,44.17,29.47,13008.7
2012/8/1,606.81,30.84,48.82,20.73,51.68,58,17.66,195.18,25.93,91.2,36.03,44.28,29.41,12971.1
2012/8/2,607.79,30.84,48.98,20.52,51.39,57.32,17.55,194.45,25.91,90.08,35.56,43.91,29.19,12878.9
2012/8/3,615.7,31.34,49.77,20.96,52.29,58.91,18.26,198.52,26.23,91.7,35.92,44.15,29.75,13096.2
2012/8/6,622.55,32.09,49.65,20.97,52,58.64,18.69,198.76,26.31,91.41,35.79,44.49,29.95,13117.5
2012/8/7,620.91,32.35,49.81,21.12,52.4,58.57,18.96,199.93,26.5,91.7,34.95,44,30.26,13168.6
2012/8/8,619.86,32.38,50.49,21.01,52.79,58.93,19.41,199.03,26.6,91.63,35.01,44.06,30.33,13175.6
2012/8/9,620.73,32.51,49.96,21.06,53.15,58.97,19.41,198.42,26.7,91.59,34.72,44.28,30.5,13165.2
2012/8/10,621.7,32.6,49.65,21.1,53.06,59.01,19.7,199.29,26.88,92.29,34.96,44.57,30.42,13208
2012/8/13,630,33.11,49.86,20.99,52.82,58.71,19.62,199.01,26.69,92.4,35.21,44.42,30.39,13169.4
2012/8/14,631.69,33.82,49.69,20.94,54.71,58.43,19.36,198.29,26.48,92.3,35.44,44.41,30.13,13172.1
2012/8/15,630.83,34.03,49.89,20.96,55,58.47,19.29,198.4,26.27,92.54,35.13,44.06,30.2,13164.8
2012/8/16,636.34,34.61,50.25,21.05,56.31,58.76,19.52,200.84,26.59,93.74,35.4,43.94,30.78,13250.1
2012/8/17,648.11,34.8,50.46,21,56.73,59.5,19.52,201.22,26.33,94.24,35.41,43.34,30.9,13275.2
2012/8/20,665.15,34.66,50.45,20.93,56.57,59.5,20.09,200.5,26.23,93.89,35.18,43.75,30.74,13271.6
2012/8/21,656.06,34.13,49.64,20.85,56.32,59.11,19.93,198.65,26.11,93.21,34.42,42.94,30.8,13203.6
2012/8/22,668.87,33.55,49.66,20.78,56.64,58.88,19.2,197.25,25.73,92.68,33.92,42.91,30.54,13172.8
2012/8/23,662.63,33.76,49.17,20.64,56.55,58.48,17.64,195.7,25.04,91.98,33.45,42.8,30.26,13057.5
2012/8/24,663.22,34.47,49.56,20.8,56.96,58.36,17.58,197.77,24.91,92.83,34.08,43.12,30.56,13158
2012/8/27,675.68,34.58,49.63,20.85,56.67,58.39,17.21,195.69,24.84,92.59,34.26,43.05,30.69,13124.7
2012/8/28,674.8,34.27,49.63,20.81,56.53,58.56,16.9,194.87,25,92.3,34.51,42.83,30.63,13103
2012/8/29,673.47,33.94,50.04,20.82,56.84,58.73,16.94,195.08,24.67,92.43,34.59,43.06,30.65,13107.5
2012/8/30,663.87,33.79,49.42,20.64,56.62,58.11,16.78,193.37,24.27,91.76,34.44,43.12,30.32,13000.7
2012/8/31,665.24,34.33,49.47,20.71,56.75,58.45,16.88,194.85,24.83,92.6,33.96,43.05,30.82,13090.8
2012/9/4,674.97,34.56,49.66,20.51,56.79,57.52,16.99,194.54,24.42,91.68,34.4,43.25,30.39,13035.9
2012/9/5,670.23,34.81,50.79,20.65,56.54,57.37,17.27,195.04,24.39,91.75,34.25,43.44,30.39,13047.5
2012/9/6,676.27,34.22,51.86,21.31,57.65,59.02,17.59,199.1,25.1,93.28,34.59,44.24,31.35,13292
2012/9/7,680.44,33.99,51.74,21.59,57.26,59.9,17.42,199.5,24.19,92.82,34.27,44.05,30.95,13306.6
2012/9/10,662.74,33.3,51.52,21.48,57.3,59.56,17.43,200.95,23.26,90.67,34.45,44.26,30.72,13254.3
2012/9/11,660.59,33.45,51.56,21.59,56.72,59.79,17.95,203.27,23.34,91.17,34.39,44.33,30.79,13323.4
2012/9/12,669.79,33.8,51.7,21.89,57.05,60.1,17.99,203.77,23.19,90.81,33.3,44.53,30.78,13333.3
2012/9/13,682.98,34.44,52.6,22.02,58.3,61.12,18.24,206.36,23.36,92.06,33.81,44.66,30.94,13539.9
2012/9/14,691.28,35.02,52.35,22.11,59.46,61.02,18.17,206.81,23.37,93.98,32.94,43.62,31.21,13593.4
2012/9/17,699.78,34.75,52.15,22.05,58.91,61.72,18.21,207.15,23.31,93.78,33.21,44,31.21,13553.1
2012/9/18,701.91,34.4,51.9,22.24,58.86,61.39,18.25,207.07,23.37,93.43,33.29,44.08,31.18,13564.6
2012/9/19,702.1,34.26,52.7,22.43,59.47,61.28,18.1,206.43,23.15,93.63,33.15,44.51,31.05,13578
2012/9/20,698.7,33.82,52.66,22.43,59.28,60.55,17.76,206.18,23.18,93.58,33.61,44.89,31.45,13596.9
2012/9/21,700.09,33.63,52.74,22.53,59.42,60.52,17.59,205.98,23.13,93.21,34.06,44.91,31.19,13579.5
2012/9/24,690.79,33.9,52.92,22.36,59.39,60.13,17.21,205.29,22.8,93.73,34.21,45.14,30.78,13558.9
2012/9/25,673.54,33.08,52.54,22.31,59.72,59.31,16.71,204.98,22.54,92.83,34.01,45.11,30.39,13457.5
2012/9/26,665.18,32.75,51.94,22.1,59.17,59.44,17.11,204,22.65,92.59,34.17,45.01,30.17,13413.5
2012/9/27,681.32,33.2,52.58,22.73,59.88,60.24,17.23,205.91,23.09,92.82,33.9,45.23,30.16,13486
2012/9/28,667.1,32.79,52.28,22.71,60.37,59.75,17.06,207.45,22.66,92.42,33.39,45.1,29.76,13437.1
2012/10/1,659.39,33.26,52.07,22.81,60.57,60.8,17.21,210.47,22.76,93.29,33.64,45.22,29.49,13515.1
2012/10/2,661.31,33.47,51.64,22.79,60.33,61.45,17.13,209.84,22.84,93.54,33.73,45.47,29.66,13482.4
2012/10/3,671.45,34.21,52.47,22.91,61.77,60.96,14.91,210.51,22.55,93.78,34.05,45.78,29.86,13494.6
2012/10/4,666.8,34.95,52.63,22.95,61.74,61.27,14.94,210.39,22.47,94.43,34,46.12,30.03,13575.4
2012/10/5,652.59,35.23,52.97,23.12,63.2,61.43,14.73,210.59,22.68,94.96,34,46.28,29.85,13610.2
2012/10/8,638.17,35.9,52.33,22.92,61.88,61.28,14.46,209.82,22.51,95.37,33.98,46.34,29.78,13583.7
2012/10/9,635.85,35.45,51.51,22.62,60.95,60.68,14.37,207.99,21.9,93.94,33.52,46.17,29.28,13473.5
2012/10/10,640.91,35.49,51.21,22.43,59.74,60.24,14.18,205.82,21.76,93.28,33.34,45.6,28.98,13345
2012/10/11,628.1,35.68,50.34,22.51,59.01,60.29,14.25,205.76,21.68,92.83,32.71,45.45,28.95,13326.4
2012/10/12,629.71,35.46,50.59,22.48,59.56,60.2,14.41,207.8,21.48,92.75,33.12,45.62,29.2,13328.8
2012/10/15,634.76,36.29,50.79,22.64,60.65,60.85,14.47,208.93,21.73,92.79,33.17,46.59,29.51,13424.2
2012/10/16,649.79,36.35,51.24,22.64,60.86,61.52,14.57,211,22.35,94.23,33.26,47.17,29.49,13551.8
2012/10/17,644.61,36.86,52.29,22.91,61.39,61.89,14.72,200.63,21.79,94.81,33.5,47.39,29.59,13557
2012/10/18,632.64,37.21,52.42,22.81,61.8,61.42,14.8,194.96,21.67,94.74,33.09,47.96,29.5,13548.9
2012/10/19,609.84,35.7,51.9,22.03,61.89,62.49,14.48,193.36,21.27,92.94,32.63,47.03,28.64,13343.5
2012/10/22,634.03,35.55,51.79,21.7,62.04,62.28,14.71,194.4,21.46,92.53,32.92,46.48,28,13345.9
2012/10/23,613.36,34.75,50.76,21.28,61.75,61.55,14.26,191.25,21.59,88.73,32.35,45.89,28.05,13102.5
2012/10/24,616.83,34.93,50.65,21.26,61.28,61.02,14.04,190.72,21.46,88.39,32.13,45.88,27.9,13077.3
2012/10/25,609.54,34.98,50.26,21.26,60.48,61.43,14.19,191.6,21.69,87.81,32.1,46.3,27.88,13103.7
2012/10/26,604,34.72,50.08,21.11,60.04,61.49,14.09,193.27,21.95,88.03,31.76,46.15,28.21,13107.2
2012/10/31,595.32,34.93,49.12,21.06,61.38,61.24,13.85,194.53,21.63,87.6,31.8,45.63,28.54,13096.5
2012/11/1,596.54,35.2,49.78,21.34,62.26,62.63,14,197.15,22.26,89.25,31.97,45.94,29.52,13232.6
2012/11/2,576.8,32.68,49.86,21.31,62.02,62.43,13.76,193.43,22.06,88.97,31.7,46,29.5,13093.2
2012/11/5,584.62,32.8,50.32,21.41,62.38,62.8,14.01,194.14,21.84,89.6,31.88,45.67,29.63,13112.4
2012/11/6,582.85,33.12,50.47,21.59,62.62,63.53,14.4,195.07,21.73,90.86,31.94,45.92,29.86,13245.7
2012/11/7,558,32,50.08,21.13,61.99,62.12,13.69,191.16,20.91,89.38,31.4,44.46,29.08,12932.7
2012/11/8,537.75,31.41,50.04,20.89,60.86,61.3,13.82,190.1,20.83,88.55,31.28,43.84,28.81,12811.3
2012/11/9,547.06,32.17,47.06,21,60.96,60.83,13.61,189.64,20.8,88.81,31.48,44.05,28.83,12815.4
2012/11/12,542.83,31.98,47.45,20.89,61.16,61.44,13.41,189.25,20.77,89.18,31.1,44.02,28.22,12815.1
2012/11/13,542.9,31.35,47.96,20.68,63.38,61.24,13.14,188.32,20.28,89.08,31.18,43.68,27.09,12756.2
2012/11/14,536.88,30.68,47.17,20.01,61.47,59.96,13.14,185.51,19.96,87.31,30.79,43.05,26.84,12571
2012/11/15,525.62,31.24,47.47,20.06,61.25,59.33,13.08,185.85,20.03,88.02,30.49,42.8,26.66,12542.4
